40.40713179999999,-79.77944429999999
40.460776,-79.68810599999999
40.4810597,-79.6889949
40.4213146,-79.80934069999999
40.4212125,-79.809078
40.4392632,-79.6946281
40.41564169999999,-79.8049187
40.435645,-79.77331889999999
40.4817801,-79.69745549999999
40.4021917,-79.7559674
40.4583799,-79.75148489999999
40.4021734,-79.7554308
40.4022607,-79.75464219999999
40.4019991,-79.7565697
40.3986168,-79.7546641
40.3987923,-79.75464219999999
40.4073167,-79.7499109
40.4098557,-79.7483338
40.4099604,-79.7517062
40.3975586,-79.74920999999999
40.4028843,-79.74910629999999
40.4258867,-79.7509185
40.4364542,-79.7715721
40.4280971,-79.76156349999999
40.441204,-79.77203279999999
40.4322187,-79.6627093
40.4337431,-79.65580229999999
40.4399609,-79.6540042
40.481001,-79.6601589
40.4770429,-79.6791923
40.4352679,-79.6863206
40.4650786,-79.7587515
40.4911989, -79.793661
40.4939476,-79.7816234
40.4254265,-79.84597719999999
40.4253968,-79.84703759999999
40.4286184,-79.8598049
40.44727090000001,-79.85420409999999
40.4274234,-79.8231304
40.4279591,-79.8238377
